image_id,camera_id,sequence_id,frame_index,day_night,animal_present,image_path,source_image_id,source_file_name,species_label,date_captured,rights_holder
cct0043,cct_location_082,701a5d57-5567-11e8-ae64-dca9047ef277,0,night,0,camera_traps/images/cct0043.jpg,58c7f102-23d2-11e8-a6a3-ec086b02610b,58c7f102-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-11-30 20:15:14,Justin Brown
cct0044,cct_location_082,701a5d57-5567-11e8-ae64-dca9047ef277,1,night,0,camera_traps/images/cct0044.jpg,5887187c-23d2-11e8-a6a3-ec086b02610b,5887187c-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-11-30 20:15:16,Justin Brown
cct0045,cct_location_082,701a5d57-5567-11e8-ae64-dca9047ef277,2,night,0,camera_traps/images/cct0045.jpg,58adc32a-23d2-11e8-a6a3-ec086b02610b,58adc32a-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-11-30 20:15:17,Justin Brown
cct0046,cct_location_082,701a5fba-5567-11e8-b4b4-dca9047ef277,0,day,1,camera_traps/images/cct0046.jpg,58fbeecc-23d2-11e8-a6a3-ec086b02610b,58fbeecc-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:04:49,Justin Brown
cct0047,cct_location_082,701a5fba-5567-11e8-b4b4-dca9047ef277,1,day,1,camera_traps/images/cct0047.jpg,588dba75-23d2-11e8-a6a3-ec086b02610b,588dba75-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:04:50,Justin Brown
cct0048,cct_location_082,701a5fba-5567-11e8-b4b4-dca9047ef277,2,day,1,camera_traps/images/cct0048.jpg,59279bd3-23d2-11e8-a6a3-ec086b02610b,59279bd3-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:04:51,Justin Brown
cct0049,cct_location_082,701a68a1-5567-11e8-a5db-dca9047ef277,0,day,1,camera_traps/images/cct0049.jpg,58c7f06f-23d2-11e8-a6a3-ec086b02610b,58c7f06f-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:12:54,Justin Brown
cct0050,cct_location_082,701a68a1-5567-11e8-a5db-dca9047ef277,1,day,1,camera_traps/images/cct0050.jpg,589460cc-23d2-11e8-a6a3-ec086b02610b,589460cc-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:12:55,Justin Brown
cct0051,cct_location_082,701a68a1-5567-11e8-a5db-dca9047ef277,2,day,1,camera_traps/images/cct0051.jpg,589b0281-23d2-11e8-a6a3-ec086b02610b,589b0281-23d2-11e8-a6a3-ec086b02610b.jpg,deer,2014-12-05 17:12:56,Justin Brown
cct0052,cct_location_082,701a73f5-5567-11e8-aceb-dca9047ef277,0,night,1,camera_traps/images/cct0052.jpg,58dac068-23d2-11e8-a6a3-ec086b02610b,58dac068-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-12-15 19:11:34,Justin Brown
cct0053,cct_location_082,701a73f5-5567-11e8-aceb-dca9047ef277,1,night,1,camera_traps/images/cct0053.jpg,58782a37-23d2-11e8-a6a3-ec086b02610b,58782a37-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-12-15 19:11:36,Justin Brown
cct0054,cct_location_082,701a73f5-5567-11e8-aceb-dca9047ef277,2,night,1,camera_traps/images/cct0054.jpg,58d93065-23d2-11e8-a6a3-ec086b02610b,58d93065-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-12-15 19:11:36,Justin Brown
cct0055,cct_location_103,6f1ac78a-5567-11e8-a80b-dca9047ef277,0,day,0,camera_traps/images/cct0055.jpg,58b4abdc-23d2-11e8-a6a3-ec086b02610b,58b4abdc-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2011-07-20 16:28:36,Justin Brown
cct0056,cct_location_103,6f1ac78a-5567-11e8-a80b-dca9047ef277,1,day,0,camera_traps/images/cct0056.jpg,58ede367-23d2-11e8-a6a3-ec086b02610b,58ede367-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2011-07-20 16:28:38,Justin Brown
cct0057,cct_location_103,6f1ac78a-5567-11e8-a80b-dca9047ef277,2,day,0,camera_traps/images/cct0057.jpg,586e3123-23d2-11e8-a6a3-ec086b02610b,586e3123-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2011-07-20 16:28:39,Justin Brown
cct0058,cct_location_103,6f1ae4ae-5567-11e8-96b2-dca9047ef277,0,night,1,camera_traps/images/cct0058.jpg,58d2ea37-23d2-11e8-a6a3-ec086b02610b,58d2ea37-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-09-05 04:54:20,Justin Brown
cct0059,cct_location_103,6f1ae4ae-5567-11e8-96b2-dca9047ef277,1,night,1,camera_traps/images/cct0059.jpg,58a6e783-23d2-11e8-a6a3-ec086b02610b,58a6e783-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-09-05 04:54:21,Justin Brown
cct0060,cct_location_103,6f1ae4ae-5567-11e8-96b2-dca9047ef277,2,night,1,camera_traps/images/cct0060.jpg,59055ff3-23d2-11e8-a6a3-ec086b02610b,59055ff3-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-09-05 04:54:22,Justin Brown
cct0061,cct_location_103,6f1b4354-5567-11e8-a98c-dca9047ef277,0,night,1,camera_traps/images/cct0061.jpg,58c033b4-23d2-11e8-a6a3-ec086b02610b,58c033b4-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2012-03-31 02:41:40,Justin Brown
cct0062,cct_location_103,6f1b4354-5567-11e8-a98c-dca9047ef277,1,night,1,camera_traps/images/cct0062.jpg,5914ee06-23d2-11e8-a6a3-ec086b02610b,5914ee06-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2012-03-31 02:41:41,Justin Brown
cct0063,cct_location_103,6f1b4354-5567-11e8-a98c-dca9047ef277,2,night,1,camera_traps/images/cct0063.jpg,585dabf2-23d2-11e8-a6a3-ec086b02610b,585dabf2-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2012-03-31 02:41:42,Justin Brown
cct0064,cct_location_103,6f1b5b4f-5567-11e8-9682-dca9047ef277,0,day,0,camera_traps/images/cct0064.jpg,59247c5c-23d2-11e8-a6a3-ec086b02610b,59247c5c-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-07 12:07:41,Justin Brown
cct0065,cct_location_103,6f1b5b4f-5567-11e8-9682-dca9047ef277,1,day,0,camera_traps/images/cct0065.jpg,587828fb-23d2-11e8-a6a3-ec086b02610b,587828fb-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-07 12:07:42,Justin Brown
cct0066,cct_location_103,6f1b5b4f-5567-11e8-9682-dca9047ef277,2,day,0,camera_traps/images/cct0066.jpg,59260dc2-23d2-11e8-a6a3-ec086b02610b,59260dc2-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-07 12:07:43,Justin Brown
cct0067,cct_location_103,6f1b6275-5567-11e8-b8fd-dca9047ef277,0,night,0,camera_traps/images/cct0067.jpg,5879d47a-23d2-11e8-a6a3-ec086b02610b,5879d47a-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-13 20:48:39,Justin Brown
cct0068,cct_location_103,6f1b6275-5567-11e8-b8fd-dca9047ef277,1,night,0,camera_traps/images/cct0068.jpg,589cb308-23d2-11e8-a6a3-ec086b02610b,589cb308-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-13 20:48:40,Justin Brown
cct0069,cct_location_103,6f1b6275-5567-11e8-b8fd-dca9047ef277,2,night,0,camera_traps/images/cct0069.jpg,58823c2f-23d2-11e8-a6a3-ec086b02610b,58823c2f-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2012-05-13 20:48:41,Justin Brown
cct0070,cct_location_103,6f1b6ec2-5567-11e8-99af-dca9047ef277,0,night,1,camera_traps/images/cct0070.jpg,59247bce-23d2-11e8-a6a3-ec086b02610b,59247bce-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-05-24 05:54:46,Justin Brown
cct0071,cct_location_103,6f1b6ec2-5567-11e8-99af-dca9047ef277,1,night,1,camera_traps/images/cct0071.jpg,586ade28-23d2-11e8-a6a3-ec086b02610b,586ade28-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-05-24 05:54:47,Justin Brown
cct0072,cct_location_103,6f1b6ec2-5567-11e8-99af-dca9047ef277,2,night,1,camera_traps/images/cct0072.jpg,5874d488-23d2-11e8-a6a3-ec086b02610b,5874d488-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-05-24 05:54:48,Justin Brown
cct0073,cct_location_128,701a937a-5567-11e8-80dd-dca9047ef277,0,night,0,camera_traps/images/cct0073.jpg,58fd7b15-23d2-11e8-a6a3-ec086b02610b,58fd7b15-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2013-11-08 20:35:26,Justin Brown
cct0074,cct_location_128,701a937a-5567-11e8-80dd-dca9047ef277,1,night,0,camera_traps/images/cct0074.jpg,58b821ea-23d2-11e8-a6a3-ec086b02610b,58b821ea-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2013-11-08 20:35:27,Justin Brown
cct0075,cct_location_128,701a937a-5567-11e8-80dd-dca9047ef277,2,night,0,camera_traps/images/cct0075.jpg,58c34d87-23d2-11e8-a6a3-ec086b02610b,58c34d87-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2013-11-08 20:35:27,Justin Brown
cct0076,cct_location_128,701a9533-5567-11e8-bbd4-dca9047ef277,0,night,1,camera_traps/images/cct0076.jpg,58e722fa-23d2-11e8-a6a3-ec086b02610b,58e722fa-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2013-11-19 21:37:02,Justin Brown
cct0077,cct_location_128,701a9533-5567-11e8-bbd4-dca9047ef277,1,night,1,camera_traps/images/cct0077.jpg,592de678-23d2-11e8-a6a3-ec086b02610b,592de678-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2013-11-19 21:37:03,Justin Brown
cct0078,cct_location_128,701a9533-5567-11e8-bbd4-dca9047ef277,2,night,1,camera_traps/images/cct0078.jpg,5906efbd-23d2-11e8-a6a3-ec086b02610b,5906efbd-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2013-11-19 21:37:03,Justin Brown
cct0079,cct_location_128,701a97f0-5567-11e8-9dd5-dca9047ef277,0,night,1,camera_traps/images/cct0079.jpg,58f29535-23d2-11e8-a6a3-ec086b02610b,58f29535-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2013-11-26 18:24:56,Justin Brown
cct0080,cct_location_128,701a97f0-5567-11e8-9dd5-dca9047ef277,1,night,1,camera_traps/images/cct0080.jpg,58f73cc4-23d2-11e8-a6a3-ec086b02610b,58f73cc4-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2013-11-26 18:24:57,Justin Brown
cct0081,cct_location_128,701a97f0-5567-11e8-9dd5-dca9047ef277,2,night,1,camera_traps/images/cct0081.jpg,59104ad6-23d2-11e8-a6a3-ec086b02610b,59104ad6-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2013-11-26 18:24:58,Justin Brown
cct0082,cct_location_128,701aa482-5567-11e8-9a6c-dca9047ef277,0,day,0,camera_traps/images/cct0082.jpg,58c661c9-23d2-11e8-a6a3-ec086b02610b,58c661c9-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-03 12:47:03,Justin Brown
cct0083,cct_location_128,701aa482-5567-11e8-9a6c-dca9047ef277,1,day,0,camera_traps/images/cct0083.jpg,590b9b5f-23d2-11e8-a6a3-ec086b02610b,590b9b5f-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-03 12:47:04,Justin Brown
cct0084,cct_location_128,701aa482-5567-11e8-9a6c-dca9047ef277,2,day,0,camera_traps/images/cct0084.jpg,590b9d5d-23d2-11e8-a6a3-ec086b02610b,590b9d5d-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-03 12:47:05,Justin Brown
cct0085,cct_location_128,701aa61e-5567-11e8-8487-dca9047ef277,0,day,0,camera_traps/images/cct0085.jpg,591e40bc-23d2-11e8-a6a3-ec086b02610b,591e40bc-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-04 11:46:23,Justin Brown
cct0086,cct_location_128,701aa61e-5567-11e8-8487-dca9047ef277,1,day,0,camera_traps/images/cct0086.jpg,58d47dcd-23d2-11e8-a6a3-ec086b02610b,58d47dcd-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-04 11:46:24,Justin Brown
cct0087,cct_location_128,701aa61e-5567-11e8-8487-dca9047ef277,2,day,0,camera_traps/images/cct0087.jpg,592c4f63-23d2-11e8-a6a3-ec086b02610b,592c4f63-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-10-04 11:46:24,Justin Brown
cct0088,cct_location_128,701aa7ca-5567-11e8-8518-dca9047ef277,0,day,1,camera_traps/images/cct0088.jpg,58dabe9f-23d2-11e8-a6a3-ec086b02610b,58dabe9f-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-10-05 12:46:29,Justin Brown
cct0089,cct_location_128,701aa7ca-5567-11e8-8518-dca9047ef277,1,day,1,camera_traps/images/cct0089.jpg,593ef702-23d2-11e8-a6a3-ec086b02610b,593ef702-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-10-05 12:46:30,Justin Brown
cct0090,cct_location_128,701aa7ca-5567-11e8-8518-dca9047ef277,2,day,1,camera_traps/images/cct0090.jpg,589cb2e0-23d2-11e8-a6a3-ec086b02610b,589cb2e0-23d2-11e8-a6a3-ec086b02610b.jpg,fox,2014-10-05 12:46:31,Justin Brown
cct0091,cct_location_136,701e3040-5567-11e8-8545-dca9047ef277,0,night,0,camera_traps/images/cct0091.jpg,59420ed9-23d2-11e8-a6a3-ec086b02610b,59420ed9-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-03-10 03:14:12,Justin Brown
cct0092,cct_location_136,701e3040-5567-11e8-8545-dca9047ef277,1,night,0,camera_traps/images/cct0092.jpg,58718694-23d2-11e8-a6a3-ec086b02610b,58718694-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-03-10 03:14:13,Justin Brown
cct0093,cct_location_136,701e3040-5567-11e8-8545-dca9047ef277,2,night,0,camera_traps/images/cct0093.jpg,594846f5-23d2-11e8-a6a3-ec086b02610b,594846f5-23d2-11e8-a6a3-ec086b02610b.jpg,empty,2014-03-10 03:14:13,Justin Brown
cct0094,cct_location_136,701e463d-5567-11e8-8658-dca9047ef277,0,day,1,camera_traps/images/cct0094.jpg,592abf90-23d2-11e8-a6a3-ec086b02610b,592abf90-23d2-11e8-a6a3-ec086b02610b.jpg,bird,2014-03-14 07:11:46,Justin Brown
cct0095,cct_location_136,701e463d-5567-11e8-8658-dca9047ef277,1,day,1,camera_traps/images/cct0095.jpg,589e66fc-23d2-11e8-a6a3-ec086b02610b,589e66fc-23d2-11e8-a6a3-ec086b02610b.jpg,bird,2014-03-14 07:11:47,Justin Brown
cct0096,cct_location_136,701e463d-5567-11e8-8658-dca9047ef277,2,day,1,camera_traps/images/cct0096.jpg,58fa5efc-23d2-11e8-a6a3-ec086b02610b,58fa5efc-23d2-11e8-a6a3-ec086b02610b.jpg,bird,2014-03-14 07:11:48,Justin Brown
cct0097,cct_location_136,701e6223-5567-11e8-9788-dca9047ef277,0,day,1,camera_traps/images/cct0097.jpg,591b24d2-23d2-11e8-a6a3-ec086b02610b,591b24d2-23d2-11e8-a6a3-ec086b02610b.jpg,rodent,2014-03-25 12:41:59,Justin Brown
cct0098,cct_location_136,701e6223-5567-11e8-9788-dca9047ef277,1,day,1,camera_traps/images/cct0098.jpg,5900a197-23d2-11e8-a6a3-ec086b02610b,5900a197-23d2-11e8-a6a3-ec086b02610b.jpg,rodent,2014-03-25 12:42:00,Justin Brown
