image_id,brightness,edge_density,green_fraction,night_indicator
cct0057,0.3661176860332489,0.043619923293590546,0.3550797402858734,0
cct0058,0.16223470866680145,0.018323462456464767,0.32917848229408264,1
cct0059,0.15835735201835632,0.018430989235639572,0.32921767234802246,1
cct0060,0.157237708568573,0.018406229093670845,0.32922467589378357,1
cct0061,0.17211851477622986,0.0189775750041008,0.32918015122413635,1
cct0062,0.16696782410144806,0.018962237983942032,0.3291829526424408,1
cct0063,0.16601546108722687,0.01910533383488655,0.32921135425567627,1
cct0064,0.06712839007377625,0.004811487160623074,0.3284994065761566,0
cct0065,0.06717757135629654,0.004891396500170231,0.32852983474731445,0
cct0066,0.06715808063745499,0.004906809888780117,0.32852405309677124,0
cct0067,0.0757126584649086,0.00437161372974515,0.32859402894973755,1
cct0068,0.07560718804597855,0.004374402109533548,0.32863426208496094,1
cct0069,0.07553713023662567,0.004336445592343807,0.3286069929599762,1
cct0070,0.5093875527381897,0.03220594301819801,0.3295292258262634,1
cct0071,0.5110067129135132,0.03222852200269699,0.32953712344169617,1
cct0072,0.5115914940834045,0.03228095918893814,0.3295614421367645,1
cct0073,0.12332049757242203,0.014120141044259071,0.32906126976013184,1
cct0074,0.12160871922969818,0.014081078581511974,0.3290952742099762,1
cct0075,0.12023647129535675,0.01395167876034975,0.32907620072364807,1
cct0076,0.16436327993869781,0.01431051455438137,0.329205185174942,1
cct0077,0.16219134628772736,0.014309527352452278,0.3292427062988281,1
cct0078,0.16036853194236755,0.014195146039128304,0.32922032475471497,1
cct0079,0.11555217951536179,0.013619743287563324,0.32904088497161865,1
cct0080,0.11357530206441879,0.013554266653954983,0.3290869891643524,1
cct0081,0.11232756078243256,0.013501595705747604,0.3291078507900238,1
cct0082,0.1998310387134552,0.019904382526874542,0.32928726077079773,0
cct0083,0.19563063979148865,0.020193882286548615,0.32932567596435547,0
cct0084,0.19471387565135956,0.02018401399254799,0.3293282389640808,0
cct0085,0.449939101934433,0.06193658709526062,0.3566161096096039,0
cct0086,0.44905149936676025,0.0618952140212059,0.3567214608192444,0
cct0087,0.44781988859176636,0.061899494379758835,0.3568217158317566,0
cct0088,0.20890595018863678,0.019939016550779343,0.32936516404151917,0
cct0089,0.24110713601112366,0.01857822760939598,0.3293793499469757,0
cct0090,0.24406024813652039,0.018961695954203606,0.3293459117412567,0
cct0091,0.3899618685245514,0.0272262804210186,0.3284311890602112,1
cct0092,0.38920050859451294,0.02722441405057907,0.32813623547554016,1
cct0093,0.38893818855285645,0.027312815189361572,0.3283185362815857,1
cct0094,0.5365049242973328,0.063188835978508,0.34072345495224,0
cct0095,0.5372108817100525,0.06304140388965607,0.34060582518577576,0
cct0096,0.5373867750167847,0.06322015821933746,0.34096813201904297,0
cct0097,0.32404443621635437,0.01971246674656868,0.329147070646286,0
cct0098,0.320819616317749,0.0200393944978714,0.32917240262031555,0
cct0099,0.31996503472328186,0.019971543923020363,0.3291591703891754,0
cct0100,0.3521782457828522,0.022493135184049606,0.3293263018131256,1
cct0101,0.3536244034767151,0.022597411647439003,0.3293435275554657,1
cct0102,0.35366091132164,0.022576168179512024,0.3293432891368866,1
cct0103,0.31425970792770386,0.019368382170796394,0.3292308747768402,0
cct0104,0.3113265633583069,0.019506871700286865,0.3292611539363861,0
cct0105,0.3117798864841461,0.019490640610456467,0.3292959928512573,0
cct0106,0.41813725233078003,0.010126456618309021,0.3292813003063202,1
cct0107,0.4106656014919281,0.010163754224777222,0.32931071519851685,1
cct0108,0.41158440709114075,0.01015453040599823,0.3293096721172333,1
cct0109,0.47499001026153564,0.021341724321246147,0.39215174317359924,0
cct0110,0.49060627818107605,0.025616981089115143,0.397915780544281,0
cct0111,0.4958344101905823,0.026838432997465134,0.3976781666278839,0
cct0112,0.5017566084861755,0.02851887419819832,0.39823809266090393,0
cct0113,0.5019575357437134,0.028517017140984535,0.3981660306453705,0
cct0114,0.5041993856430054,0.028632760047912598,0.3977944850921631,0
cct0115,0.5463626384735107,0.05151452124118805,0.3426145017147064,0
cct0116,0.54779052734375,0.05181262642145157,0.3423348665237427,0
cct0117,0.5480554103851318,0.05175142362713814,0.34232065081596375,0
cct0118,0.19018588960170746,0.005594054237008095,0.32924094796180725,1
cct0119,0.4939664304256439,0.011198054067790508,0.32972267270088196,1
cct0120,0.4943758249282837,0.011384330689907074,0.3297223746776581,1
cct0121,0.3730505406856537,0.030295493081212044,0.3743204176425934,1
cct0122,0.3729809820652008,0.03032080829143524,0.37420836091041565,1
cct0123,0.37269294261932373,0.030277453362941742,0.37442246079444885,1
cct0124,0.4625481963157654,0.013006944209337234,0.3293265104293823,0
cct0125,0.4617518484592438,0.0131978839635849,0.3293777108192444,0
cct0126,0.460220068693161,0.013210087083280087,0.32938331365585327,0
cct0127,0.594357967376709,0.05160602182149887,0.35484981536865234,0
cct0128,0.5749155282974243,0.04229900985956192,0.3566683232784271,0
cct0129,0.5852078199386597,0.05293817073106766,0.3553500175476074,0
cct0130,0.2925877869129181,0.030162861570715904,0.32929372787475586,1
cct0131,0.2812401354312897,0.030766356736421585,0.3293164372444153,1
cct0132,0.2799559533596039,0.03098372556269169,0.3293200731277466,1
cct0133,0.49035733938217163,0.08822531253099442,0.359664648771286,0
cct0134,0.49036547541618347,0.08833678066730499,0.3602147400379181,0
cct0135,0.489862322807312,0.08830209076404572,0.36016497015953064,0
cct0136,0.26549431681632996,0.030742648988962173,0.32921111583709717,1
cct0137,0.2547125816345215,0.03126867860555649,0.3292316198348999,1
cct0138,0.25419703125953674,0.03123810887336731,0.32925447821617126,1
cct0139,0.26491105556488037,0.026021387428045273,0.3291788697242737,1
cct0140,0.2395615577697754,0.027025464922189713,0.3291909694671631,1
cct0141,0.23957033455371857,0.02667946368455887,0.3291986584663391,1
cct0142,0.53127121925354,0.020854583010077477,0.3566555380821228,0
cct0143,0.5311281681060791,0.02092723920941353,0.3567919433116913,0
cct0144,0.5307767987251282,0.02092210203409195,0.3567659258842468,0
cct0145,0.5700974464416504,0.03186849504709244,0.35375797748565674,0
cct0146,0.5698402523994446,0.03189528360962868,0.3538197875022888,0
cct0147,0.5697709321975708,0.031945664435625076,0.35384032130241394,0
cct0148,0.5808276534080505,0.029939882457256317,0.3505270183086395,0
cct0149,0.5685458779335022,0.030931958928704262,0.35102036595344543,0
cct0150,0.5720301866531372,0.031058475375175476,0.3508767783641815,0
cct0151,0.5961176156997681,0.0280693881213665,0.3504082262516022,0
cct0152,0.567040205001831,0.030444184318184853,0.3508034646511078,0
cct0153,0.566446840763092,0.030145473778247833,0.35072895884513855,0
cct0154,0.15404929220676422,0.013931609690189362,0.3291333317756653,0
cct0155,0.15076573193073273,0.014005366712808609,0.329177588224411,0
cct0156,0.15060627460479736,0.014043843373656273,0.3292083144187927,0
cct0157,0.20171096920967102,0.014683780260384083,0.3291759192943573,1
cct0158,0.19925101101398468,0.014993039891123772,0.3292222321033478,1
cct0159,0.1990891844034195,0.014907117933034897,0.32920438051223755,1
cct0160,0.2046131044626236,0.014723410829901695,0.32922127842903137,1
cct0161,0.20142503082752228,0.014968868345022202,0.3292423486709595,1
cct0162,0.20057348906993866,0.014895079657435417,0.3292156159877777,1
cct0163,0.29678377509117126,0.08459269255399704,0.3495453894138336,0
cct0164,0.2968873381614685,0.08459863066673279,0.3495815098285675,0
cct0165,0.29662245512008667,0.08463765680789948,0.3498881757259369,0
cct0166,0.5256775617599487,0.012424863874912262,0.3604128956794739,0
cct0167,0.5255159735679626,0.012445861473679543,0.3605065643787384,0
cct0168,0.5258527398109436,0.012448357418179512,0.36067312955856323,0
cct0169,0.4578014314174652,0.04801417887210846,0.3592180609703064,0
cct0170,0.4571249783039093,0.04833190143108368,0.35994142293930054,0
cct0171,0.4566395878791809,0.048536404967308044,0.35978642106056213,0
cct0172,0.5624442100524902,0.017927464097738266,0.3518213927745819,0
cct0173,0.5624574422836304,0.0180025864392519,0.35204505920410156,0
cct0174,0.5625289082527161,0.018007807433605194,0.35199078917503357,0
cct0175,0.3789965808391571,0.06799797713756561,0.36822590231895447,0
cct0176,0.3788563013076782,0.06845773756504059,0.36792728304862976,0
cct0177,0.37866300344467163,0.06875523924827576,0.3673892617225647,0
cct0178,0.3602313697338104,0.06851069629192352,0.37045514583587646,0
cct0179,0.36378127336502075,0.06998113542795181,0.3680773973464966,0
cct0180,0.36316120624542236,0.07001543045043945,0.36888107657432556,0
cct0181,0.3337218463420868,0.018074898049235344,0.3292863667011261,1
cct0182,0.29996258020401,0.018910206854343414,0.3293026387691498,1
cct0183,0.29936712980270386,0.01891086995601654,0.32927757501602173,1
cct0184,0.29627713561058044,0.018533822149038315,0.32925066351890564,1
cct0185,0.2937040328979492,0.018776684999465942,0.32927000522613525,1
cct0186,0.2958615720272064,0.018757609650492668,0.329268217086792,1
cct0187,0.44883984327316284,0.05265698581933975,0.3928450047969818,0
cct0188,0.44847601652145386,0.052576303482055664,0.3930796980857849,0
cct0189,0.44820934534072876,0.05254822224378586,0.3929949402809143,0
cct0190,0.5201705694198608,0.04435163736343384,0.36969780921936035,1
cct0191,0.5202609300613403,0.044410400092601776,0.36986038088798523,1
cct0192,0.5203043818473816,0.04442419111728668,0.36992695927619934,1
cct0193,0.4420735239982605,0.014092475175857544,0.3371831774711609,0
cct0194,0.44159582257270813,0.01432571280747652,0.3372851312160492,0
cct0195,0.4410758912563324,0.014363707043230534,0.3372840881347656,0
cct0196,0.431650310754776,0.06209513172507286,0.40225088596343994,0
cct0197,0.432271808385849,0.062199510633945465,0.4024002254009247,0
cct0198,0.43209266662597656,0.06219681352376938,0.40232208371162415,0
cct0199,0.2552754282951355,0.015461288392543793,0.3291805684566498,1
cct0200,0.2355884313583374,0.015868013724684715,0.32914549112319946,1
cct0201,0.23619097471237183,0.015901368111371994,0.32915663719177246,1
cct0202,0.5143462419509888,0.046738531440496445,0.3431476354598999,0
cct0203,0.5180440545082092,0.049075428396463394,0.3429684042930603,0
cct0204,0.5179557800292969,0.04916716367006302,0.3430289328098297,0
cct0205,0.3097337782382965,0.01654701866209507,0.3291565179824829,1
cct0206,0.28191131353378296,0.017073864117264748,0.329204797744751,1
cct0207,0.27359527349472046,0.01722104847431183,0.32918500900268555,1
cct0208,0.5178835391998291,0.0738394632935524,0.33994951844215393,0
cct0209,0.5177110433578491,0.07387691736221313,0.34000882506370544,0
cct0210,0.5177990794181824,0.07387636601924896,0.3399409353733063,0
cct0211,0.5063763856887817,0.05412764102220535,0.3419542610645294,0
cct0212,0.5069054961204529,0.054288413375616074,0.3420798182487488,0
cct0213,0.5068274140357971,0.05432374030351639,0.3420862853527069,0
cct0214,0.23142777383327484,0.004533286672085524,0.3289451599121094,1
cct0215,0.2688140571117401,0.004772781860083342,0.3290283679962158,1
cct0216,0.17806600034236908,0.0046239206567406654,0.32859697937965393,1
